Ibge;UF;name;longitude;latitude;region
4306130;RS;Cruzaltense;-526.481.429.882;-276.648.881.086;Noroeste Rio-Grandense
4306205;RS;Cruzeiro do Sul;-519.915.758.852;-295.082.909.687;Centro Oriental Rio-Grandense
4306304;RS;David Canabarro;-518.522.490.565;-283.846.115.341;Noroeste Rio-Grandense
4306320;RS;Derrubadas;-538.651.194.603;-272.653.909.363;Noroeste Rio-Grandense
4306353;RS;Dezesseis de Novembro;-55.048.208.502;-282.268.764.435;Noroeste Rio-Grandense
4306379;RS;Dilermando de Aguiar;-542.135.603.845;-297.019.639.098;Centro Ocidental Rio-Grandense
4306403;RS;Dois Irmaos;-51.087.619.313;-295.841.587.789;Metropolitana de Porto Alegre
4306429;RS;Dois Irmaos das Missoes;-535.308.646.235;-276.575.367.314;Noroeste Rio-Grandense
4306452;RS;Dois Lajeados;-518.351.029.869;-289.752.053.862;Nordeste Rio-Grandense
4306502;RS;Dom Feliciano;-521.039.335.797;-307.085.984.263;Metropolitana de Porto Alegre
4306551;RS;Dom Pedro de Alcantara;-498.495.499.617;-293.701.870.791;Metropolitana de Porto Alegre
4306601;RS;Dom Pedrito;-546.741.301.838;-309.812.670.568;Sudoeste Rio-Grandense
4306700;RS;Dona Francisca;-533.623.331.808;-296.248.524.913;Centro Ocidental Rio-Grandense
4306734;RS;Doutor Mauricio Cardoso;-543.582.679.905;-275.092.126.137;Noroeste Rio-Grandense
4306759;RS;Doutor Ricardo;-519.849.043.921;-29.099.031.061;Centro Oriental Rio-Grandense
4306767;RS;Eldorado do Sul;-51.310.418.926;-299.992.925.946;Metropolitana de Porto Alegre
4306809;RS;Encantado;-518.730.231.344;-292.399.172.072;Centro Oriental Rio-Grandense
4306908;RS;Encruzilhada do Sul;-525.220.453.899;-305.436.573.248;Sudeste Rio-Grandense
4306924;RS;Engenho Velho;-52.911.920.503;-277.085.865.197;Noroeste Rio-Grandense
4306932;RS;Entre-Ijuis;-542.714.318.512;-283.627.942.779;Noroeste Rio-Grandense
4306957;RS;Entre Rios do Sul;-527.350.679.521;-275.288.579.316;Noroeste Rio-Grandense
4306973;RS;Erebango;-52.299.711.403;-278.491.959.409;Noroeste Rio-Grandense
4307005;RS;Erechim;-522.758.768.979;-276.334.058.108;Noroeste Rio-Grandense
4307054;RS;Ernestina;-525.721.762.089;-284.971.546.905;Noroeste Rio-Grandense
4307104;RS;Herval;-533.943.378.609;-320.267.435.512;Sudeste Rio-Grandense
4307203;RS;Erval Grande;-525.701.120.524;-273.933.366.745;Noroeste Rio-Grandense
4307302;RS;Erval Seco;-535.095.730.837;-275.494.171.265;Noroeste Rio-Grandense
4307401;RS;Esmeralda;-511.887.936.625;-28.057.276.348;Nordeste Rio-Grandense
4307450;RS;Esperanca do Sul;-539.927.678.151;-273.599.436.088;Noroeste Rio-Grandense
4307500;RS;Espumoso;-528.419.269.709;-287.314.451.425;Noroeste Rio-Grandense
4307559;RS;Estacao;-522.704.857.967;-279.090.063.415;Noroeste Rio-Grandense
4307609;RS;Estancia Velha;-51.174.293.925;-296.501.479.676;Metropolitana de Porto Alegre
4307708;RS;Esteio;-511.438.373.394;-298.521.862.955;Metropolitana de Porto Alegre
4307807;RS;Estrela;-519.702.602.942;-295.034.718.768;Centro Oriental Rio-Grandense
4307815;RS;Estrela Velha;-531.602.937.787;-291.796.613.617;Centro Oriental Rio-Grandense
4307831;RS;Eugenio de Castro;-541.481.126.185;-285.250.597.626;Noroeste Rio-Grandense
4307864;RS;Fagundes Varela;-516.914.487.477;-288.821.343.126;Nordeste Rio-Grandense
4307906;RS;Farroupilha;-513.483.495.738;-292.236.791.868;Nordeste Rio-Grandense
4308003;RS;Faxinal do Soturno;-534.390.648.197;-295.743.295.398;Centro Ocidental Rio-Grandense
4308052;RS;Faxinalzinho;-526.705.912.422;-274.254.155.069;Noroeste Rio-Grandense
4308078;RS;Fazenda Vilanova;-518.211.830.446;-295.885.745.297;Centro Oriental Rio-Grandense
4308102;RS;Feliz;-513.101.021.354;-294.539.709.262;Metropolitana de Porto Alegre
4308201;RS;Flores da Cunha;-511.822.205.769;-290.311.421.437;Nordeste Rio-Grandense
4308250;RS;Floriano Peixoto;-520.856.070.999;-278.625.092.779;Noroeste Rio-Grandense
4308300;RS;Fontoura Xavier;-523.449.531.838;-289.821.677.892;Noroeste Rio-Grandense
4308409;RS;Formigueiro;-535.002.944.149;-299.976.338.154;Centro Ocidental Rio-Grandense
4308433;RS;Forquetinha;-520.969.170.585;-293.806.337.847;Centro Oriental Rio-Grandense
4308458;RS;Fortaleza dos Valos;-532.355.232.639;-28.787.882.971;Noroeste Rio-Grandense
4308508;RS;Frederico Westphalen;-534.007.767.389;-273.588.824.124;Noroeste Rio-Grandense
4308607;RS;Garibaldi;-515.295.484.588;-292.545.491.128;Nordeste Rio-Grandense
4308656;RS;Garruchos;-556.340.719.501;-281.894.767.901;Sudoeste Rio-Grandense
4308706;RS;Gaurama;-521.001.384.605;-275.838.577.563;Noroeste Rio-Grandense
4308805;RS;General Camara;-517.634.306.851;-299.029.837.414;Metropolitana de Porto Alegre
4308854;RS;Gentil;-520.345.235.699;-28.433.848.467;Noroeste Rio-Grandense
4308904;RS;Getulio Vargas;-522.495.741.233;-278.759.119.305;Noroeste Rio-Grandense
4309001;RS;Girua;-543.508.400.777;-280.297.443.729;Noroeste Rio-Grandense
4309050;RS;Glorinha;-507.862.074.319;-298.771.339.613;Metropolitana de Porto Alegre
4309100;RS;Gramado;-508.719.457.003;-293.797.375.184;Metropolitana de Porto Alegre
4309126;RS;Gramado dos Loureiros;-52.918.217.983;-274.443.850.214;Noroeste Rio-Grandense
4309159;RS;Gramado Xavier;-52.577.837.757;-292.699.362.175;Centro Oriental Rio-Grandense
4309209;RS;Gravatai;-509.907.929.748;-299.455.189.133;Metropolitana de Porto Alegre
4309258;RS;Guabiju;-516.910.473.581;-28.540.671.531;Nordeste Rio-Grandense
4309308;RS;Guaiba;-513.146.836.637;-301.086.019.224;Metropolitana de Porto Alegre
4309407;RS;Guapore;-518.906.506.875;-288.491.336.405;Nordeste Rio-Grandense
4309506;RS;Guarani das Missoes;-545.605.559.297;-281.417.792.573;Noroeste Rio-Grandense
4309555;RS;Harmonia;-514.140.397.047;-295.490.490.868;Metropolitana de Porto Alegre
4309571;RS;Herveiras;-526.501.705.958;-294.570.438.109;Centro Oriental Rio-Grandense
4309605;RS;Horizontina;-543.087.915.109;-276.300.969.137;Noroeste Rio-Grandense
4309654;RS;Hulha Negra;-53.867.824.794;-314.050.982.484;Sudoeste Rio-Grandense
4309704;RS;Humaita;-539.765.055.737;-275.614.898.161;Noroeste Rio-Grandense
4309753;RS;Ibarama;-531.332.000.129;-294.207.443.611;Centro Oriental Rio-Grandense
4309803;RS;Ibiaca;-518.572.520.902;-280.488.495.215;Noroeste Rio-Grandense
4309902;RS;Ibiraiaras;-516.353.239.892;-283.692.267.294;Noroeste Rio-Grandense
4309951;RS;Ibirapuita;-525.193.855.878;-286.150.204.152;Noroeste Rio-Grandense
4310009;RS;Ibiruba;-530.883.540.195;-286.276.077.824;Noroeste Rio-Grandense
4310108;RS;Igrejinha;-507.987.107.333;-295.722.204.558;Metropolitana de Porto Alegre
4310207;RS;Ijui;-539.180.668.357;-28.388.536.541;Noroeste Rio-Grandense
4310306;RS;Ilopolis;-521.221.574.946;-289.291.527.318;Nordeste Rio-Grandense
4310330;RS;Imbe;-501.305.799.407;-299.747.778.207;Metropolitana de Porto Alegre
4310363;RS;Imigrante;-517.701.905.101;-293.521.581.198;Centro Oriental Rio-Grandense
4310405;RS;Independencia;-541.881.083.346;-278.473.315.581;Noroeste Rio-Grandense
4310413;RS;Inhacora;-540.125.455.914;-278.804.544.583;Noroeste Rio-Grandense
4310439;RS;Ipe;-512.799.101.922;-288.183.280.318;Nordeste Rio-Grandense
4310462;RS;Ipiranga do Sul;-524.250.606.441;-279.359.842.849;Noroeste Rio-Grandense
4310504;RS;Irai;-532.642.960.185;-27.192.281.975;Noroeste Rio-Grandense
4310538;RS;Itaara;-53.757.849.249;-296.028.879.547;Centro Ocidental Rio-Grandense
4310553;RS;Itacurubi;-552.327.232.641;-288.022.050.331;Centro Ocidental Rio-Grandense
4310579;RS;Itapuca;-521.723.668.452;-28.780.295.703;Nordeste Rio-Grandense
4310603;RS;Itaqui;-56.557.133.497;-291.286.368.991;Sudoeste Rio-Grandense
4310652;RS;Itati;-501.017.822.614;-295.002.484.955;Metropolitana de Porto Alegre
4310702;RS;Itatiba do Sul;-524.524.432.547;-273.832.919.401;Noroeste Rio-Grandense
4310751;RS;Ivora;-535.808.856.194;-295.195.344.843;Centro Ocidental Rio-Grandense
4310801;RS;Ivoti;-511.595.741.943;-295.941.565.229;Metropolitana de Porto Alegre
4310850;RS;Jaboticaba;-53.284.389.402;-276.312.223.863;Noroeste Rio-Grandense
4310876;RS;Jacuizinho;-530.565.506.588;-290.338.163.561;Noroeste Rio-Grandense
4310900;RS;Jacutinga;-525.431.728.064;-277.284.936.336;Noroeste Rio-Grandense
4311007;RS;Jaguarao;-533.775.229.153;-325.635.686.685;Sudeste Rio-Grandense
4311106;RS;Jaguari;-546.938.466.713;-294.973.467.312;Centro Ocidental Rio-Grandense
4311122;RS;Jaquirana;-503.580.367.222;-288.805.675.913;Nordeste Rio-Grandense
4311130;RS;Jari;-542.199.358.203;-292.900.810.968;Centro Ocidental Rio-Grandense
4311155;RS;Joia;-54.115.964.897;-286.456.235.346;Noroeste Rio-Grandense
4311205;RS;Julio de Castilhos;-536.830.996.146;-292.264.491.193;Centro Ocidental Rio-Grandense
4311239;RS;Lagoa Bonita do Sul;-530.169.831.808;-294.941.314.004;Centro Oriental Rio-Grandense
4311254;RS;Lagoao;-527.750.289.083;-292.243.164.011;Noroeste Rio-Grandense
4311270;RS;Lagoa dos Tres Cantos;-528.578.352.424;-285.694.681.327;Noroeste Rio-Grandense
4311304;RS;Lagoa Vermelha;-515.272.285.291;-282.088.702.462;Nordeste Rio-Grandense
4311403;RS;Lajeado;-519.678.277.005;-294.654.544.025;Centro Oriental Rio-Grandense
4311429;RS;Lajeado do Bugre;-531.813.871.338;-276.907.694.084;Noroeste Rio-Grandense
4311502;RS;Lavras do Sul;-538.984.766.555;-30.812.009.993;Sudoeste Rio-Grandense
4311601;RS;Liberato Salzano;-530.748.607.372;-275.964.701.639;Noroeste Rio-Grandense
4311627;RS;Lindolfo Collor;-512.081.553.216;-296.008.035.858;Metropolitana de Porto Alegre
4311643;RS;Linha Nova;-512.019.020.948;-294.626.386.026;Metropolitana de Porto Alegre
4311700;RS;Machadinho;-516.675.073.605;-275.681.399.699;Noroeste Rio-Grandense
4311718;RS;Macambara;-560.636.134.817;-291.461.441.992;Sudoeste Rio-Grandense
4311734;RS;Mampituba;-499.365.135.524;-292.106.494.197;Metropolitana de Porto Alegre
4311759;RS;Manoel Viana;-554.916.625.395;-295.805.371.826;Sudoeste Rio-Grandense
4311775;RS;Maquine;-502.033.948.126;-296.791.370.129;Metropolitana de Porto Alegre
4311791;RS;Marata;-515.555.668.833;-295.553.229.676;Metropolitana de Porto Alegre
4311809;RS;Marau;-52.196.776.934;-284.484.539.273;Noroeste Rio-Grandense
4311908;RS;Marcelino Ramos;-519.133.189.437;-274.613.912.129;Noroeste Rio-Grandense
4311981;RS;Mariana Pimentel;-515.873.429.914;-303.536.222.023;Metropolitana de Porto Alegre
4312005;RS;Mariano Moro;-521.488.918.173;-273.526.127.883;Noroeste Rio-Grandense
4312054;RS;Marques de Souza;-520.978.044.284;-293.291.373.441;Centro Oriental Rio-Grandense
4312104;RS;Mata;-544.524.354.819;-295.693.917.756;Centro Ocidental Rio-Grandense
4312138;RS;Mato Castelhano;-521.972.608.812;-282.757.617.412;Noroeste Rio-Grandense
4312153;RS;Mato Leitao;-521.330.293.263;-295.248.303.378;Centro Oriental Rio-Grandense
4312179;RS;Mato Queimado;-546.168.368.777;-28.255.815.987;Noroeste Rio-Grandense
4312203;RS;Maximiliano de Almeida;-51.801.718.197;-276.349.406.518;Noroeste Rio-Grandense
4312252;RS;Minas do Leao;-520.512.801.986;-301.224.395.107;Metropolitana de Porto Alegre
4312302;RS;Miraguai;-536.859.940.448;-274.960.764.231;Noroeste Rio-Grandense
4312351;RS;Montauri;-520.761.081.911;-286.532.071.851;Nordeste Rio-Grandense
4312377;RS;Monte Alegre dos Campos;-507.828.337.051;-286.850.717.757;Nordeste Rio-Grandense
4312385;RS;Monte Belo do Sul;-516.315.592.454;-291.599.412.231;Nordeste Rio-Grandense
4312401;RS;Montenegro;-514.612.993.757;-296.881.186.099;Metropolitana de Porto Alegre
4312427;RS;Mormaco;-526.928.263.151;-286.933.512.202;Noroeste Rio-Grandense
4312443;RS;Morrinhos do Sul;-499.327.629.743;-2.936.296.363;Metropolitana de Porto Alegre
4312450;RS;Morro Redondo;-526.577.802.014;-315.822.032.274;Sudeste Rio-Grandense
4312476;RS;Morro Reuter;-510.800.883.478;-295.393.416.586;Metropolitana de Porto Alegre
4312500;RS;Mostardas;-509.191.588.511;-311.082.251.074;Metropolitana de Porto Alegre
4312609;RS;Mucum;-518.660.555.261;-291.656.148.146;Centro Oriental Rio-Grandense
4312617;RS;Muitos Capoes;-511.846.023.449;-283.189.128.015;Nordeste Rio-Grandense
4312625;RS;Muliterno;-517.687.012.353;-283.302.653.563;Noroeste Rio-Grandense
4312658;RS;Nao-Me-Toque;-528.192.794.924;-284.599.067.659;Noroeste Rio-Grandense
4312674;RS;Nicolau Vergueiro;-524.624.006.732;-285.362.148.139;Noroeste Rio-Grandense
4312708;RS;Nonoai;-527.761.885.672;-273.546.645.325;Noroeste Rio-Grandense
4312757;RS;Nova Alvorada;-521.671.339.173;-286.765.644.328;Nordeste Rio-Grandense
4312807;RS;Nova Araca;-51.742.164.634;-286.581.760.371;Nordeste Rio-Grandense
4312906;RS;Nova Bassano;-517.032.314.174;-287.234.686.416;Nordeste Rio-Grandense
4312955;RS;Nova Boa Vista;-529.814.768.438;-279.879.676.591;Noroeste Rio-Grandense
4313003;RS;Nova Brescia;-520.179.835.406;-292.165.114.325;Centro Oriental Rio-Grandense
4313011;RS;Nova Candelaria;-541.041.142.398;-276.120.981.609;Noroeste Rio-Grandense
4313037;RS;Nova Esperanca do Sul;-548.358.729.019;-294.045.957.086;Centro Ocidental Rio-Grandense
4313060;RS;Nova Hartz;-509.037.934.307;-29.585.747.533;Metropolitana de Porto Alegre
4313086;RS;Nova Padua;-513.068.246.422;-290.300.464.453;Nordeste Rio-Grandense
4313102;RS;Nova Palma;-534.706.351.109;-29.473.025.738;Centro Ocidental Rio-Grandense
4313201;RS;Nova Petropolis;-51.106.953.924;-293.762.088.694;Metropolitana de Porto Alegre
4313300;RS;Nova Prata;-51.608.995.692;-287.839.447.132;Nordeste Rio-Grandense
4313334;RS;Nova Ramada;-537.069.373.379;-280.826.448.724;Noroeste Rio-Grandense
4313359;RS;Nova Roma do Sul;-51.405.157.475;-28.984.748.912;Nordeste Rio-Grandense
4313375;RS;Nova Santa Rita;-51.275.210.689;-298.486.155.356;Metropolitana de Porto Alegre
4313391;RS;Novo Cabrais;-529.550.860.641;-297.362.546.057;Centro Oriental Rio-Grandense
4313409;RS;Novo Hamburgo;-511.286.052.776;-296.863.260.252;Metropolitana de Porto Alegre
4313425;RS;Novo Machado;-545.033.844.145;-275.784.006.506;Noroeste Rio-Grandense
4313441;RS;Novo Tiradentes;-531.857.025.891;-275.635.584.345;Noroeste Rio-Grandense
4313466;RS;Novo Xingu;-530.641.092.995;-277.481.146.921;Noroeste Rio-Grandense
4313490;RS;Novo Barreiro;-53.113.498.851;-27.906.788.467;Noroeste Rio-Grandense
4313508;RS;Osorio;-502.667.978.126;-298.926.970.775;Metropolitana de Porto Alegre
4313607;RS;Paim Filho;-517.615.966.409;-277.033.080.739;Noroeste Rio-Grandense
4313656;RS;Palmares do Sul;-505.060.519.723;-302.600.666.451;Metropolitana de Porto Alegre
4313706;RS;Palmeira das Missoes;-533.149.539.106;-279.006.208.754;Noroeste Rio-Grandense
4313805;RS;Palmitinho;-53.555.546.013;-273.560.199.139;Noroeste Rio-Grandense
4313904;RS;Panambi;-535.002.651.674;-282.927.305.369;Noroeste Rio-Grandense
4313953;RS;Pantano Grande;-523.739.002.353;-301.945.515.272;Centro Oriental Rio-Grandense
4314001;RS;Parai;-517.820.960.451;-285.996.205.337;Nordeste Rio-Grandense
4314027;RS;Paraiso do Sul;-53.179.100.239;-297.313.142.401;Centro Oriental Rio-Grandense
4314035;RS;Pareci Novo;-513.988.696.584;-296.393.892.914;Metropolitana de Porto Alegre
4314050;RS;Parobe;-508.348.659.023;-296.317.492.776;Metropolitana de Porto Alegre
4314068;RS;Passa Sete;-529.639.832.352;-294.516.655.689;Centro Oriental Rio-Grandense
4314076;RS;Passo do Sobrado;-522.787.581.943;-2.974.579.355;Centro Oriental Rio-Grandense
4314100;RS;Passo Fundo;-524.070.950.926;-282.617.671.279;Noroeste Rio-Grandense
4314134;RS;Paulo Bento;-524.224.356.311;-277.041.002.827;Noroeste Rio-Grandense
4314159;RS;Paverama;-517.302.929.672;-295.548.561.399;Centro Oriental Rio-Grandense
4314175;RS;Pedras Altas;-535.871.703.196;-317.336.369.395;Sudeste Rio-Grandense
4314209;RS;Pedro Osorio;-528.263.117.339;-318.638.282.218;Sudeste Rio-Grandense
4314308;RS;Pejucara;-536.565.423.318;-284.215.860.642;Noroeste Rio-Grandense
4314407;RS;Pelotas;-52.344.320.063;-317.195.978.808;Sudeste Rio-Grandense
4314423;RS;Picada Cafe;-510.640.498.203;-294.543.844.431;Metropolitana de Porto Alegre
4314456;RS;Pinhal;-532.147.061.789;-275.116.742.435;Noroeste Rio-Grandense
4314464;RS;Pinhal da Serra;-511.701.027.237;-278.766.645.868;Nordeste Rio-Grandense
4314472;RS;Pinhal Grande;-533.386.383.371;-293.353.601.289;Centro Ocidental Rio-Grandense
4314498;RS;Pinheirinho do Vale;-536.195.609.569;-272.097.627.893;Noroeste Rio-Grandense
4314506;RS;Pinheiro Machado;-533.846.199.683;-315.805.926.687;Sudeste Rio-Grandense
4314555;RS;Pirapo;-552.003.099.472;-280.453.158.376;Noroeste Rio-Grandense
4314605;RS;Piratini;-53.104.734.454;-314.441.124.734;Sudeste Rio-Grandense
4314704;RS;Planalto;-530.588.808.131;-273.314.638.755;Noroeste Rio-Grandense
4314753;RS;Poco das Antas;-516.708.902.733;-294.545.464.778;Metropolitana de Porto Alegre
4314779;RS;Pontao;-526.753.994.466;-280.618.408.394;Noroeste Rio-Grandense
4314787;RS;Ponte Preta;-524.902.319.212;-276.570.399.701;Noroeste Rio-Grandense
4314803;RS;Portao;-512.301.496.442;-296.962.586.011;Metropolitana de Porto Alegre
4314902;RS;Porto Alegre;-512.286.604.637;-300.300.367.748;Metropolitana de Porto Alegre
4315008;RS;Porto Lucena;-550.115.620.453;-27.851.375.116;Noroeste Rio-Grandense
4315057;RS;Porto Maua;-546.719.518.915;-275.786.353.601;Noroeste Rio-Grandense
4315073;RS;Porto Vera Cruz;-54.899.031.824;-277.343.739.194;Noroeste Rio-Grandense
4315107;RS;Porto Xavier;-55.139.560.262;-279.056.898.469;Noroeste Rio-Grandense
4315131;RS;Pouso Novo;-522.108.697.395;-291.697.612.523;Centro Oriental Rio-Grandense
4315149;RS;Presidente Lucena;-511.815.996.951;-295.261.270.682;Metropolitana de Porto Alegre
4315156;RS;Progresso;-523.017.166.029;-292.403.086.781;Centro Oriental Rio-Grandense
4315172;RS;Protasio Alves;-514.736.316.973;-287.567.128.312;Nordeste Rio-Grandense
4315206;RS;Putinga;-521.599.106.947;-289.987.556.541;Nordeste Rio-Grandense
4315305;RS;Quarai;-564.536.470.404;-303.828.679.609;Sudoeste Rio-Grandense
4315313;RS;Quatro Irmaos;-524.427.686.045;-278.211.966.887;Noroeste Rio-Grandense
4315321;RS;Quevedos;-540.712.547.224;-2.935.192.135;Centro Ocidental Rio-Grandense
4315354;RS;Quinze de Novembro;-530.967.220.568;-287.423.613.499;Noroeste Rio-Grandense
4315404;RS;Redentora;-53.641.933.694;-276.615.398.827;Noroeste Rio-Grandense
4315453;RS;Relvado;-520.729.485.543;-291.122.786.661;Centro Oriental Rio-Grandense
4315503;RS;Restinga Seca;-533.705.685.765;-298.139.485.367;Centro Ocidental Rio-Grandense
4315552;RS;Rio dos Indios;-528.400.578.928;-272.983.975.952;Noroeste Rio-Grandense
4315602;RS;Rio Grande;-520.867.696.991;-320.504.457.927;Sudeste Rio-Grandense
4315701;RS;Rio Pardo;-523.790.182.512;-299.856.258.787;Centro Oriental Rio-Grandense
4315750;RS;Riozinho;-504.738.181.138;-296.422.860.138;Metropolitana de Porto Alegre
4315800;RS;Roca Sales;-518.638.917.599;-292.850.700.737;Centro Oriental Rio-Grandense
4315909;RS;Rodeio Bonito;-531.685.306.043;-274.704.034.355;Noroeste Rio-Grandense
4315958;RS;Rolador;-548.194.269.754;-282.563.442.173;Noroeste Rio-Grandense
4316006;RS;Rolante;-505.734.423.346;-2.964.076.289;Metropolitana de Porto Alegre
4316105;RS;Ronda Alta;-528.065.335.256;-277.819.313.529;Noroeste Rio-Grandense
4316204;RS;Rondinha;-529.061.601.565;-278.318.159.704;Noroeste Rio-Grandense
4316303;RS;Roque Gonzales;-550.291.861.243;-281.353.669.869;Noroeste Rio-Grandense
4316402;RS;Rosario do Sul;-549.457.608.553;-302.440.332.378;Sudoeste Rio-Grandense
4316428;RS;Sagrada Familia;-53.135.651.718;-277.067.309.905;Noroeste Rio-Grandense
4316436;RS;Saldanha Marinho;-530.941.072.016;-284.032.861.707;Noroeste Rio-Grandense
4316451;RS;Salto do Jacui;-532.133.096.524;-290.886.812.478;Noroeste Rio-Grandense
4316477;RS;Salvador das Missoes;-548.377.420.188;-281.216.974.451;Noroeste Rio-Grandense
4316501;RS;Salvador do Sul;-515.094.214.595;-294.397.322.209;Metropolitana de Porto Alegre
4316600;RS;Sananduva;-518.135.019.139;-279.440.065.102;Noroeste Rio-Grandense
4316709;RS;Santa Barbara do Sul;-532.505.267.076;-283.651.668.167;Noroeste Rio-Grandense
4316733;RS;Santa Cecilia do Sul;-519.266.712.611;-28.164.451.105;Noroeste Rio-Grandense
4316758;RS;Santa Clara do Sul;-520.809.258.239;-294.635.962.109;Centro Oriental Rio-Grandense
4316808;RS;Santa Cruz do Sul;-524.299.285.874;-297.197.684.337;Centro Oriental Rio-Grandense
4316907;RS;Santa Maria;-538.086.753.947;-296.855.818.035;Centro Ocidental Rio-Grandense
4316956;RS;Santa Maria do Herval;-509.872.554.094;-295.035.155.388;Metropolitana de Porto Alegre
4316972;RS;Santa Margarida do Sul;-540.909.546.704;-303.451.034.509;Sudoeste Rio-Grandense
4317004;RS;Santana da Boa Vista;-531.158.749.987;-30.874.702.574;Sudeste Rio-Grandense
4317103;RS;Sant'Ana do Livramento;-55.534.814.268;-308.893.840.112;Sudoeste Rio-Grandense
4317202;RS;Santa Rosa;-544.782.240.988;-278.667.497.989;Noroeste Rio-Grandense
4317251;RS;Santa Tereza;-517.343.442.424;-291.716.344.399;Nordeste Rio-Grandense
4317301;RS;Santa Vitoria do Palmar;-533.670.063.807;-335.198.600.307;Sudeste Rio-Grandense
4317400;RS;Santiago;-548.690.758.538;-291.914.601.709;Centro Ocidental Rio-Grandense
4317509;RS;Santo Angelo;-542.641.427.984;-283.019.378.733;Noroeste Rio-Grandense
4317558;RS;Santo Antonio do Palma;-520.246.330.596;-284.974.451.045;Noroeste Rio-Grandense
4317608;RS;Santo Antonio da Patrulha;-505.209.859.367;-298.320.340.169;Metropolitana de Porto Alegre
4317707;RS;Santo Antonio das Missoes;-552.245.566.426;-285.080.969.776;Noroeste Rio-Grandense
4317756;RS;Santo Antonio do Planalto;-526.837.258.444;-283.959.289.066;Noroeste Rio-Grandense
4317806;RS;Santo Augusto;-537.788.495.983;-278.534.907.764;Noroeste Rio-Grandense
4317905;RS;Santo Cristo;-546.687.478.953;-278.199.297.346;Noroeste Rio-Grandense
4317954;RS;Santo Expedito do Sul;-516.435.721.743;-279.093.694.246;Noroeste Rio-Grandense
4318002;RS;Sao Borja;-560.010.291.536;-286.628.375.267;Sudoeste Rio-Grandense
4318051;RS;Sao Domingos do Sul;-518.931.867.142;-285.317.631.268;Noroeste Rio-Grandense
4318101;RS;Sao Francisco de Assis;-551.323.857.402;-295.527.159.067;Sudoeste Rio-Grandense
4318200;RS;Sao Francisco de Paula;-505.821.081.078;-294.440.980.748;Nordeste Rio-Grandense
4318309;RS;Sao Gabriel;-543.204.778.581;-303.367.600.549;Sudoeste Rio-Grandense
4318408;RS;Sao Jeronimo;-517.281.775.032;-299.594.386.648;Metropolitana de Porto Alegre
4318424;RS;Sao Joao da Urtiga;-518.258.385.476;-278.266.899.655;Noroeste Rio-Grandense
4318432;RS;Sao Joao do Polesine;-534.463.504.348;-296.146.764.164;Centro Ocidental Rio-Grandense
4318440;RS;Sao Jorge;-517.029.685.893;-28.498.080.971;Nordeste Rio-Grandense
4318457;RS;Sao Jose das Missoes;-53.118.775.269;-277.781.833.181;Noroeste Rio-Grandense
4318465;RS;Sao Jose do Herval;-522.930.164.741;-290.414.470.213;Noroeste Rio-Grandense
4318481;RS;Sao Jose do Hortencio;-512.495.975.571;-295.400.486.073;Metropolitana de Porto Alegre
4318499;RS;Sao Jose do Inhacora;-541.335.502.027;-277.225.845.673;Noroeste Rio-Grandense
4318507;RS;Sao Jose do Norte;-52.034.202.272;-320.206.091.127;Sudeste Rio-Grandense
4318606;RS;Sao Jose do Ouro;-51.594.767.678;-277.712.554.065;Noroeste Rio-Grandense
4318614;RS;Sao Jose do Sul;-514.863.838.307;-295.434.695.178;Metropolitana de Porto Alegre
4318622;RS;Sao Jose dos Ausentes;-500.636.129.376;-28.749.906.432;Nordeste Rio-Grandense
4318705;RS;Sao Leopoldo;-511.462.345.616;-297.658.665.424;Metropolitana de Porto Alegre
4318804;RS;Sao Lourenco do Sul;-519.769.152.358;-313.640.237.212;Sudeste Rio-Grandense
4318903;RS;Sao Luiz Gonzaga;-549.596.595.494;-28.406.646.953;Noroeste Rio-Grandense
4319000;RS;Sao Marcos;-510.667.069.383;-289.698.486.394;Nordeste Rio-Grandense
4319109;RS;Sao Martinho;-53.966.922.723;-277.089.288.021;Noroeste Rio-Grandense
4319125;RS;Sao Martinho da Serra;-538.542.256.319;-295.348.505.683;Centro Ocidental Rio-Grandense
4319158;RS;Sao Miguel das Missoes;-545.615.630.937;-285.495.371.215;Noroeste Rio-Grandense
4319208;RS;Sao Nicolau;-55.260.100.232;-281.821.546.933;Noroeste Rio-Grandense
4319307;RS;Sao Paulo das Missoes;-549.347.083.423;-2.802.048.491;Noroeste Rio-Grandense
4319356;RS;Sao Pedro da Serra;-515.143.265.272;-29.421.429.842;Metropolitana de Porto Alegre
4319364;RS;Sao Pedro das Missoes;-532.473.689.789;-277.713.084.607;Noroeste Rio-Grandense
4319372;RS;Sao Pedro do Butia;-548.882.559.534;-281.243.539.018;Noroeste Rio-Grandense
4319406;RS;Sao Pedro do Sul;-541.799.912.875;-296.175.307.562;Centro Ocidental Rio-Grandense
4319505;RS;Sao Sebastiao do Cai;-513.766.648.242;-295.920.803.308;Metropolitana de Porto Alegre
4319604;RS;Sao Sepe;-535.696.441.254;-301.674.113.897;Centro Ocidental Rio-Grandense
4319703;RS;Sao Valentim;-525.284.789.422;-275.543.183.312;Noroeste Rio-Grandense
4319711;RS;Sao Valentim do Sul;-517.696.705.391;-290.512.275.281;Nordeste Rio-Grandense
4319737;RS;Sao Valerio do Sul;-539.355.261.513;-277.877.181.699;Noroeste Rio-Grandense
